pointid,grid_code
708,0.0035284
709,0.0020284
710,0.0012784
711,0.0006784
712,0.0003784
713,0.0002284
714,0.0002284
715,0.0000784
716,0.0000013
717,0.0000013
718,0.0000013
719,0.0000013
720,0.0000013
721,0.0000013
722,0.0000013
723,0.0000013
724,7.1999998
725,4.3457198
726,2.6229601
727,1.5831300
728,0.9554310
729,0.5764480
730,0.3476270
731,0.2095030
732,0.1262530
733,0.0760033
734,0.0457033
735,0.0274033
736,0.0164533
737,0.0098533
738,0.0059533
739,0.0035284
740,0.0021784
741,0.0012784
742,0.0008284
743,0.0005284
744,0.0002284
745,0.0002284
746,0.0000784
747,0.0000013
748,0.0000013
749,0.0000013
750,0.0000013
751,0.0000013
752,0.0000013
753,0.0000013
754,0.0000013
755,7.1999998
756,4.3457198
757,2.6229601
758,1.5831400
759,0.9555230
760,0.5766560
761,0.3479210
762,0.2098030
763,0.1264030
764,0.0761533
765,0.0458533
766,0.0275533
767,0.0166033
768,0.0100033
769,0.0059533
770,0.0035284
771,0.0021784
772,0.0012784
773,0.0008284
774,0.0005284
775,0.0002284
776,0.0002284
777,0.0000784
778,0.0000013
779,0.0000013
780,0.0000013
781,0.0000013
782,0.0000013
783,0.0000013
784,0.0000013
785,0.0000013
786,0.0000010
787,7.1999998
788,4.3457198
789,2.6229601
790,1.5831300
791,0.9554310
792,0.5764480
793,0.3476270
794,0.2095030
795,0.1262530
796,0.0760033
797,0.0457033
798,0.0274033
799,0.0164533
800,0.0098533
801,0.0059533
802,0.0035284
803,0.0021784
804,0.0012784
805,0.0008284
806,0.0005284
807,0.0002284
808,0.0002284
809,0.0000784
810,0.0000013
811,0.0000013
812,0.0000013
813,0.0000013
814,0.0000013
815,0.0000013
816,0.0000013
817,0.0000013
818,7.1999998
819,4.3457198
820,2.6229501
821,1.5828900
822,0.9546610
823,0.5751960
824,0.3461860
825,0.2081530
826,0.1250530
827,0.0751033
828,0.0451033
829,0.0269533
830,0.0161533
831,0.0097033
832,0.0058033
833,0.0035284
834,0.0020284
835,0.0012784
836,0.0006784
837,0.0003784
838,0.0002284
839,0.0002284
840,0.0000784
841,0.0000013
842,0.0000013
843,0.0000013
844,0.0000013
845,0.0000013
846,0.0000013
847,0.0000013
848,0.0000013
849,7.1999998
850,4.3457198
851,2.6225500
852,1.5805600
853,0.9503620
854,0.5701980
855,0.3415750
856,0.2044770
857,0.1222770
858,0.0730775
859,0.0436775
860,0.0261275
861,0.0156275
862,0.0093275
863,0.0055775
864,0.0033295
865,0.0019795
866,0.0012295
867,0.0007795
868,0.0004795
869,0.0003295
870,0.0001795
871,0.0000295
872,0.0000554
873,0.0000332
874,0.0000199
875,0.0000119
876,0.0000071
877,0.0000043
878,0.0000026
879,0.0000015
880,7.1999998
881,4.3455601
882,2.6163001
883,1.5656199
884,0.9328320
885,0.5547240
886,0.3297090
887,0.1960770
888,0.1165770
889,0.0694775
890,0.0412775
891,0.0246275
892,0.0147275
893,0.0087275
894,0.0052775
895,0.0031795
896,0.0018295
897,0.0010795
898,0.0006295
899,0.0003295
900,0.0001795
901,0.0001795
902,0.0000295
903,0.0000516
904,0.0000310
905,0.0000186
906,0.0000111
907,0.0000067
908,0.0000040
909,0.0000024
910,0.0000014
911,7.1999998
912,4.3356299
